,author id,created_at,geo,id,lang,like_count,quote_count,reply_count,retweet_count,tweet,sentiment
10,1112597025940365312,2022-02-01 16:15:53+00:00, ,1488546658803617796,in,0,0,0,65,"RT @AnthonyBudiawan: Ibu Kota harus berupa sebuah kota, dipilih di antara kota-kota yang tersebar di sebuah negara, untuk ditunjuk sebagai…",1
11,1292466322563952640,2022-02-01 16:12:48+00:00, ,1488545879057264640,in,0,0,0,65,"RT @AnthonyBudiawan: Ibu Kota harus berupa sebuah kota, dipilih di antara kota-kota yang tersebar di sebuah negara, untuk ditunjuk sebagai…",1
12,1256945510,2022-02-01 16:06:56+00:00, ,1488544405480828934,in,171,7,5,65,"Ibu Kota harus berupa sebuah kota, dipilih di antara kota-kota yang tersebar di sebuah negara, untuk ditunjuk sebagai IBU KOTA, dan biasanya menjadi pusat kegiatan …

Karena itu, sebuah Kawasan yang bukan berwujud Kota, tidak bisa menjadi ibu kota.

https://t.co/cixTo4T8GF",2
13,1369801073712455680,2022-02-01 15:54:32+00:00, ,1488541283723661314,in,0,0,0,8,"RT @arif_rintang: Pembiayaan utk persiapn, pembangunan&amp;pemindahan IbuKota Negara,&amp;pengembangan IbuKota Nusantara&amp;kawasan penunjang sbg peng…",5
14,146410272,2022-02-01 15:40:18+00:00, ,1488537701809016832,in,2,0,1,0,"Tapi soal penolakan IKN ini tmsk ngeri juga, kalau sampai skyscrapercity mulai kotor kayak awal2 keputusan pemindahan ibukota ini 

Dan sampai forum2 netral kayak forum tata kota kotor....",2
15,781642833488846848,2022-02-01 15:10:51+00:00, ,1488530290859732992,in,0,0,0,4,RT @mindlipstick: Tujuan pemindahan ibukota adl menyelaraskan Proyek Revolusi Industri 4.0 yg mmg mmbutuhkan lahan produktif dan SDA brlimp…,3
16,1225432911899324419,2022-02-01 14:35:19+00:00, ,1488521347529846784,in,0,0,0,0,Demokrat Cium Agenda Terselubung di Balik Pemindahan Ibukota Negara https://t.co/fs6VWXuRB4 lewat @Repelita Online,1
17,322559270,2022-02-01 14:27:31+00:00, ,1488519385291825155,in,0,0,0,8,"RT @arif_rintang: Pembiayaan utk persiapn, pembangunan&amp;pemindahan IbuKota Negara,&amp;pengembangan IbuKota Nusantara&amp;kawasan penunjang sbg peng…",5
18,2563774255,2022-02-01 14:15:39+00:00, ,1488516397852663811,in,2,0,0,0,@KompasTV Termasuk menyetujui pemindahan ibukota baru,5
19,1273435994717446144,2022-02-01 13:35:47+00:00, ,1488506364687429632,in,0,0,0,8,"RT @arif_rintang: Pembiayaan utk persiapn, pembangunan&amp;pemindahan IbuKota Negara,&amp;pengembangan IbuKota Nusantara&amp;kawasan penunjang sbg peng…",5
20,2384287038,2022-02-01 12:18:12+00:00, ,1488486842685026304,in,0,0,0,0,Ternyata Ada Agenda Terselubung Jokowi pada Pemindahan Ibukota Negara https://t.co/4Z6bmHkZvH,1
21,1240137086331748352,2022-02-01 11:59:14+00:00, ,1488482067075661826,in,0,0,0,8,"RT @arif_rintang: Pembiayaan utk persiapn, pembangunan&amp;pemindahan IbuKota Negara,&amp;pengembangan IbuKota Nusantara&amp;kawasan penunjang sbg peng…",5
22,1272953532535062529,2022-02-01 11:46:42+00:00, ,1488478913844105219,in,0,0,0,8,"RT @arif_rintang: Pembiayaan utk persiapn, pembangunan&amp;pemindahan IbuKota Negara,&amp;pengembangan IbuKota Nusantara&amp;kawasan penunjang sbg peng…",5
23,1077759625619853312,2022-02-01 11:31:21+00:00, ,1488475053423755264,in,0,0,0,16,"RT @raynoldsurbakti: JK bilang, kalo ibukota  pindah, nanti ada masalah..

Ya iyalahhh..pasti ada masalah ,tapi pasti ada solusinya..

Jang…",1
24,189734334,2022-02-01 11:29:54+00:00, ,1488474685012471808,in,0,0,0,2,"RT @yadhiyadhiyadhi: Pemindahan ibukota ke Kalimantan ini kemungkinan bakal terus memicu kenaikan harga sawit, batubara dan kemungkinan pro…",2
25,1057762034824052736,2022-02-01 11:20:13+00:00, ,1488472249321476096,in,9,0,2,8,"Pembiayaan utk persiapn, pembangunan&amp;pemindahan IbuKota Negara,&amp;pengembangan IbuKota Nusantara&amp;kawasan penunjang sbg penggerk ekonomi masa dpn juga akn melibtkn partisipasi swasta dlm bntuk penananam modal dlm negeri, penananam modal luar negeri, kerja sama pemerinth&amp;badan usaha https://t.co/06Y5JZRmW3",5
26,169318366,2022-02-01 11:15:19+00:00, ,1488471016049606664,in,0,0,0,2,"RT @reyzhan_adla: @dapitnih Klu sy lebih cendrung Pandapat ke 2..suku Dayak ""penting""bg penguasa.. pemindahan ibukota ke Kalimantan yg mnjd…",2
27,1458215267876491264,2022-02-01 10:18:18+00:00, ,1488456666073137155,in,2,0,1,0,"@na_dirs Maaf pak ustadz, setelah saya baca bagus sekali apa yg ustadz tulis..masuk akal utk kasus imam Ali, mirip2 kasus ibukota pindah ke Yogya. Namun maaf, sdh saya bolak balik mencari ga ada korelasi sama sekali dgn pemindahan IKN ke xmantan..🤪🤪",1
28,1248803440710406145,2022-02-01 09:46:38+00:00, ,1488448698572951553,in,0,0,0,2,"RT @reyzhan_adla: @dapitnih Klu sy lebih cendrung Pandapat ke 2..suku Dayak ""penting""bg penguasa.. pemindahan ibukota ke Kalimantan yg mnjd…",2
29,4643222714,2022-02-01 09:46:12+00:00, ,1488448588497960964,in,9,0,3,2,"@dapitnih Klu sy lebih cendrung Pandapat ke 2..suku Dayak ""penting""bg penguasa.. pemindahan ibukota ke Kalimantan yg mnjdi agnda utma rezim tntu tk mau ""ternodai""gara2 aspirasi suku Dayak tk diprioritaskan,jd bs di maklumi sku Dayak penting dibela mati2an walaupn Marwah hukum taruhannya..",1
30,886604418770010112,2022-02-01 09:43:01+00:00, ,1488447789621460994,in,0,0,0,728,"RT @hnurwahid: Pernyataan Ahli Hukum TataNegara;Dr Andi IrmanPutra Siddin, SH MH, soal pemindahan Ibukota, penting diresapi. Sekalipun Ibuk…",3
31,855562246663032832,2022-02-01 09:42:34+00:00, ,1488447673925439491,in,0,0,0,4,RT @mindlipstick: Tujuan pemindahan ibukota adl menyelaraskan Proyek Revolusi Industri 4.0 yg mmg mmbutuhkan lahan produktif dan SDA brlimp…,3
32,3067580533,2022-02-01 09:39:41+00:00, ,1488446947732373506,in,0,0,0,4,RT @mindlipstick: Tujuan pemindahan ibukota adl menyelaraskan Proyek Revolusi Industri 4.0 yg mmg mmbutuhkan lahan produktif dan SDA brlimp…,3
33,1480394073785597955,2022-02-01 09:15:09+00:00, ,1488440776287993857,in,0,0,0,0,"Setuju pemindahan ibukota tapi bukan bangunannya yang jadi prioritas utama tapi rakyat nya yang sejahtera dgn dasar  keadilan sosial (pancasila)

Faisal Basri: IKN Bagai Surga yang Dikelilingi Neraka https://t.co/w0lkEodoG1",3
34,1488336805376425984,2022-02-01 09:05:35+00:00, ,1488438369159761922,in,0,0,0,16,"RT @raynoldsurbakti: JK bilang, kalo ibukota  pindah, nanti ada masalah..

Ya iyalahhh..pasti ada masalah ,tapi pasti ada solusinya..

Jang…",1
35,1051714610565279744,2022-02-01 08:18:58+00:00, ,1488426635498225664,in,0,0,0,16,"RT @raynoldsurbakti: JK bilang, kalo ibukota  pindah, nanti ada masalah..

Ya iyalahhh..pasti ada masalah ,tapi pasti ada solusinya..

Jang…",1
36,1351186986,2022-02-01 08:00:38+00:00, ,1488422021079859202,in,0,0,0,16,"RT @raynoldsurbakti: JK bilang, kalo ibukota  pindah, nanti ada masalah..

Ya iyalahhh..pasti ada masalah ,tapi pasti ada solusinya..

Jang…",1
37,1422819719099215876,2022-02-01 07:51:07+00:00, ,1488419626736562176,in,0,0,0,16,"RT @raynoldsurbakti: JK bilang, kalo ibukota  pindah, nanti ada masalah..

Ya iyalahhh..pasti ada masalah ,tapi pasti ada solusinya..

Jang…",1
38,1632918924,2022-02-01 07:40:33+00:00, ,1488416966977150977,in,0,0,0,0,"Ketua Umum Forum Komunikasi Pemuka Masyarakat Riau (FKPMR), Dr Chaidir, menilai rencana pemindahan Ibukota Negara (IKN) merupakan solusi mengata... https://t.co/SVjGwS1FR8",3
39,707323280,2022-02-01 07:25:41+00:00, ,1488413228174819328,in,0,0,0,16,"RT @raynoldsurbakti: JK bilang, kalo ibukota  pindah, nanti ada masalah..

Ya iyalahhh..pasti ada masalah ,tapi pasti ada solusinya..

Jang…",1
40,734935489266876418,2022-02-01 07:17:53+00:00, ,1488411265886466049,in,0,0,0,16,"RT @raynoldsurbakti: JK bilang, kalo ibukota  pindah, nanti ada masalah..

Ya iyalahhh..pasti ada masalah ,tapi pasti ada solusinya..

Jang…",1
41,1346595798541193216,2022-02-01 07:09:53+00:00, ,1488409249894264832,in,1,0,1,0,"STOP semua perdebatan soal pemindahan ibukota negara; sdh gak relevan. Hari ini, Minggu, 30 Januari 2022 menjadi hari bersejarah. NU bikin gebrakan mempelopori Pembangunan Kantor baru PBNU di wilayah ibukota negara baru di Kecamatan Sepaku. Kmd disusul pembangunan rumah sakit https://t.co/vH6Y84LLPi",1
42,1339901969951981570,2022-02-01 06:46:15+00:00, ,1488403301993693185,in,0,0,0,2,"RT @yadhiyadhiyadhi: Pemindahan ibukota ke Kalimantan ini kemungkinan bakal terus memicu kenaikan harga sawit, batubara dan kemungkinan pro…",2
43,58518327,2022-02-01 06:38:02+00:00, ,1488401235585626112,in,4,0,1,2,"Pemindahan ibukota ke Kalimantan ini kemungkinan bakal terus memicu kenaikan harga sawit, batubara dan kemungkinan produk turunan kayu..

Karena 3 komoditi lahannya akan bersaingan dgn migrasi penduduk dr Jawa https://t.co/HkV16cdNcZ",2
44,1387368674030325763,2022-02-01 06:14:09+00:00, ,1488395227484536837,in,0,0,0,16,"RT @raynoldsurbakti: JK bilang, kalo ibukota  pindah, nanti ada masalah..

Ya iyalahhh..pasti ada masalah ,tapi pasti ada solusinya..

Jang…",1
45,1281806816943370240,2022-02-01 05:58:42+00:00, ,1488391337464721411,in,0,0,0,16,"RT @raynoldsurbakti: JK bilang, kalo ibukota  pindah, nanti ada masalah..

Ya iyalahhh..pasti ada masalah ,tapi pasti ada solusinya..

Jang…",1
46,3246153157,2022-02-01 05:47:36+00:00,55f62fa215b6bc23,1488388544645140482,in,1,0,1,0,"@ridwan_har @Buyung_Isjoyo @AfifiMohammad3 @SHasibu19568646 @medypsargo @KompasTV Palangkaraya itu kota yg ditunjuk sm Soekarno buat ibukota negara. Poin nya pemindahan ibukota itu sdh di wacanakan dari jaman Soekarno, Soeharto, SBY... Bkn ide nya Jokowi... Klo pun skrg di wujudkan itu realisasi dari usulan presiden2 sebelum nya.",1
47,1299006293676498944,2022-02-01 05:08:10+00:00, ,1488378620523397120,in,0,0,0,4,RT @mindlipstick: Tujuan pemindahan ibukota adl menyelaraskan Proyek Revolusi Industri 4.0 yg mmg mmbutuhkan lahan produktif dan SDA brlimp…,3
48,1365942073912815622,2022-02-01 05:04:21+00:00, ,1488377660552396803,in,7,0,0,4,"Tujuan pemindahan ibukota adl menyelaraskan Proyek Revolusi Industri 4.0 yg mmg mmbutuhkan lahan produktif dan SDA brlimpah.Jakarta sdh mentok.Agenda Elit Global ini bkn kemajuan krn substansinya justru mnciptakan penjajahan &amp; perbudakan modern.
#BatalkanIbukotaBaru https://t.co/iKzacDx5Gn",1
49,1335937824705507329,2022-02-01 04:46:42+00:00, ,1488373218683781121,in,0,0,0,16,"RT @raynoldsurbakti: JK bilang, kalo ibukota  pindah, nanti ada masalah..

Ya iyalahhh..pasti ada masalah ,tapi pasti ada solusinya..

Jang…",1
50,1291974491547922434,2022-02-01 04:36:59+00:00, ,1488370773601361926,in,0,0,0,16,"RT @raynoldsurbakti: JK bilang, kalo ibukota  pindah, nanti ada masalah..

Ya iyalahhh..pasti ada masalah ,tapi pasti ada solusinya..

Jang…",1
51,577898493,2022-02-01 03:43:35+00:00, ,1488357332321185797,in,0,0,0,0,"@detikcom Kalau begitu selamat ya, berhasil memenjarakan pemrotes pemindahan ibukota baru ke Kalimantan dan selamat menikmati IBUKOTA BARU dari sekarang dan selamanya dengan segala kebaikan dan keburukan nya",5
52,112451521,2022-02-01 03:33:47+00:00, ,1488354869958549511,in,0,0,0,0,@KompasTV Riset ja diberangus. Berharap apa pak? Ibukota baru akan bantu ekonomi rakyat? APBN jebol utk bangun fisik. Memalukan. Paham partai mana ja yg mendukung pemindahan ibukota.,1
53,1485457487658885125,2022-02-01 03:03:30+00:00, ,1488347248887218176,in,0,0,0,0,@Meilansyahriza pembabatan hutan udah berlangsung dari presiden2 sebelumnya.sekarang karena berbeda pendapat soal pemindahan ibukota baru jadi masalah.kenapa baru teriak sekarang?dapat dana berapa?selalu pakai bahasa rezim dan oligarki.biar keren?jangan pandang semua masalah ari satu aspek,1
54,2379128718,2022-02-01 02:52:13+00:00, ,1488344407363702786,in,0,0,0,0,"Perihal Pemindahan Ibukota, Jokowi: Kita Bisa Jual Separuh Dari Pulau Kaltim https://t.co/EIOUy6mYlP",1
55,1327229969316028416,2022-02-01 02:18:30+00:00, ,1488335922236059649,in,3,0,2,0,@Masiv35694013 @pengarang_sajak Makanya lu dukung pemindahan ibukota,3
56,923238138780119040,2022-02-01 00:53:00+00:00, ,1488314406186459145,in,0,0,0,16,"RT @raynoldsurbakti: JK bilang, kalo ibukota  pindah, nanti ada masalah..

Ya iyalahhh..pasti ada masalah ,tapi pasti ada solusinya..

Jang…",1
57,179460552,2022-02-01 00:21:27+00:00, ,1488306464557244418,in,0,0,0,0,"Karena gak ada urgensinya...turut menolak pemindahan Ibukota baru
#menolakikn 
#menolakpemindahanibukota
#menolakperusakanhutan",1
58,1415137103935983619,2022-02-01 00:17:35+00:00, ,1488305494544773120,in,0,0,0,0,"@KaredokLeunca__ @SimanjuntakElly Mulanya mendukung pemindahan ibukota. Menyamar jadi penjilat, barangkali dapat bagian proyek. 
Ternyata ohhh ternyata, se iprit pun gak ada yg dibagi ke kau.
Manusia kok kerjaannya mengintai spt burung hantu.

https://t.co/P7QiOpvEwl",1
59,1469839554328752131,2022-02-02 23:35:03+00:00, ,1489019566508642305,in,0,0,0,8,"RT @Alyat_Azza: MAHASISWA MULAI BERSUARA
TOLAK PROYEK IBUKOTA BARU

Karena hanya menguntungkan oligarki
#IKNProyekOligarki
#TolakUUIKN
#IKN…",1
60,1119278150649700352,2022-02-02 23:26:32+00:00, ,1489017420891459584,in,0,0,0,65,"RT @AnthonyBudiawan: Ibu Kota harus berupa sebuah kota, dipilih di antara kota-kota yang tersebar di sebuah negara, untuk ditunjuk sebagai…",1
61,2899555604,2022-02-02 23:01:13+00:00, ,1489011050200825857,in,0,0,0,0,"RT @MarahIchsan: Deklarasi Masyarakat Dayak Dukung Nusantara, Kawal Pemindahan Ibukota Negara

https://t.co/MZV9XuOrwD",1
62,833082460145537024,2022-02-02 22:51:30+00:00, ,1489008606695784448,in,0,0,2,0,@temponewsroom Menyindir halus sih tapi anda mengabaikan alasan fakta sejarah pemindahan ibukota &amp; fakta kondisi geografis bhw bagian utara jkt akan semakin tenggelam krn penurunan muka tanah so I can say this is nice picture but not smart at all ✌🏻,3
63,1458344842275090433,2022-02-02 20:52:14+00:00, ,1488978588820860930,in,0,0,0,0,@veaadeeana @KM50usuttuntas Namanya juga rezim ini banyak perampok nya atau sistematis cara merampok nya melalui proyek-proyek apa lagi proyek pemindahan ibu kota besar sekali untuk di korupsinya https://t.co/2VSqeKLMkX.  AKU MAU PRESIDEN BARU BUKAN IBUKOTA NEGARA BARU #TolakUUIKN,1
64,3979733234,2022-02-02 17:26:51+00:00, ,1488926905520717824,in,0,0,0,0,"SEJARAH PEMINDAHAN IBUKOTA NEGARA ISLAM

Pemindahan ibu kota faktanya memang bukan suatu keputusan yang mudah. Tercatat, selama negara Islam (Khilafah) berdiri lebih dari 13 abad (622-1942 M), pemindahan ibu kota terjadi sebanyak 12 kali.  Jika dirata-ratakan, setiap 110 tahun https://t.co/QUxhgzUZ9T",3
65,983002701121269760,2022-02-02 17:26:06+00:00, ,1488926716663713793,in,0,0,0,19,"RT @OposisiCerdas: 'Zigzag' Pemindahan Ibukota Negara dan Potensi Pelanggaran Konstitusi
https://t.co/3DTgHsPQMO",1
66,1454139635664240643,2022-02-02 17:09:06+00:00, ,1488922437957742594,in,0,0,0,19,"RT @OposisiCerdas: 'Zigzag' Pemindahan Ibukota Negara dan Potensi Pelanggaran Konstitusi
https://t.co/3DTgHsPQMO",1
67,1488770322438311936,2022-02-02 16:24:24+00:00, ,1488911188725420035,in,0,0,0,19,"RT @OposisiCerdas: 'Zigzag' Pemindahan Ibukota Negara dan Potensi Pelanggaran Konstitusi
https://t.co/3DTgHsPQMO",1
68,1462187769631961090,2022-02-02 15:01:52+00:00, ,1488890417688965122,in,0,0,0,19,"RT @OposisiCerdas: 'Zigzag' Pemindahan Ibukota Negara dan Potensi Pelanggaran Konstitusi
https://t.co/3DTgHsPQMO",1
69,1363939015787905027,2022-02-02 14:56:48+00:00, ,1488889142746308610,in,0,0,0,3,"RT @damput76: Ayo dukung pemindahan ibukota ke Kalimantan..
ibukota negara baru adalah bentuk prestasi pemerintah pusat untuk kemajuan bang…",4
70,1461853703313367041,2022-02-02 14:55:57+00:00, ,1488888926806761483,in,0,0,0,19,"RT @OposisiCerdas: 'Zigzag' Pemindahan Ibukota Negara dan Potensi Pelanggaran Konstitusi
https://t.co/3DTgHsPQMO",1
71,2847746144,2022-02-02 14:54:23+00:00, ,1488888533654077440,in,0,0,0,0,T.Rusli Ahmad Apresiasi keputusan DPR RI terkait pemindahan Ibukota https://t.co/JXz7RTSSfg,1
72,1328169518292631553,2022-02-02 14:53:20+00:00, ,1488888271945945092,in,0,0,0,3,"RT @damput76: Ayo dukung pemindahan ibukota ke Kalimantan..
ibukota negara baru adalah bentuk prestasi pemerintah pusat untuk kemajuan bang…",4
73,1361879244867969032,2022-02-02 14:50:59+00:00, ,1488887679932456968,in,0,0,0,65,"RT @AnthonyBudiawan: Ibu Kota harus berupa sebuah kota, dipilih di antara kota-kota yang tersebar di sebuah negara, untuk ditunjuk sebagai…",1
74,1460047166559293443,2022-02-02 14:36:36+00:00, ,1488884061057675266,in,0,0,0,19,"RT @OposisiCerdas: 'Zigzag' Pemindahan Ibukota Negara dan Potensi Pelanggaran Konstitusi
https://t.co/3DTgHsPQMO",1
75,99032227,2022-02-02 14:34:47+00:00, ,1488883600137228289,in,0,0,0,65,"RT @AnthonyBudiawan: Ibu Kota harus berupa sebuah kota, dipilih di antara kota-kota yang tersebar di sebuah negara, untuk ditunjuk sebagai…",1
76,18751414,2022-02-02 14:30:22+00:00, ,1488882492337967105,in,0,0,0,0,Zikir Pagi Sore Dan Pemindahan Ibukota https://t.co/AR04v0JbEz #DariPKSUntukIndonesia,1
77,797761417894051840,2022-02-02 14:12:49+00:00, ,1488878072149397507,in,3,1,0,0,"Deklarasi Masyarakat Dayak Dukung Nusantara, Kawal Pemindahan Ibukota Negara

https://t.co/MZV9XuOrwD",1
78,1456398750214070277,2022-02-02 14:02:43+00:00, ,1488875533077078024,in,0,0,0,19,"RT @OposisiCerdas: 'Zigzag' Pemindahan Ibukota Negara dan Potensi Pelanggaran Konstitusi
https://t.co/3DTgHsPQMO",1
79,1173552477397893122,2022-02-02 13:51:04+00:00, ,1488872599140536323,in,0,0,0,65,"RT @AnthonyBudiawan: Ibu Kota harus berupa sebuah kota, dipilih di antara kota-kota yang tersebar di sebuah negara, untuk ditunjuk sebagai…",1
80,83310402,2022-02-02 13:50:37+00:00, ,1488872487517507586,in,0,0,0,65,"RT @AnthonyBudiawan: Ibu Kota harus berupa sebuah kota, dipilih di antara kota-kota yang tersebar di sebuah negara, untuk ditunjuk sebagai…",1
81,1447011500074299399,2022-02-02 13:30:04+00:00, ,1488867317534670854,in,11,0,1,3,"Ayo dukung pemindahan ibukota ke Kalimantan..
ibukota negara baru adalah bentuk prestasi pemerintah pusat untuk kemajuan bangsa dan pemerataan pembangunan..

#IKNNusantara https://t.co/DmSH851QnT",4
82,827206066266046464,2022-02-02 13:11:18+00:00, ,1488862593838108673,in,0,0,0,0,"Keren 👍
Indonesia punya ibukota baru ,💐
https://t.co/Ag33GpUHQY",5
83,1302570158892834816,2022-02-02 13:09:12+00:00, ,1488862065083092993,in,0,0,0,19,"RT @OposisiCerdas: 'Zigzag' Pemindahan Ibukota Negara dan Potensi Pelanggaran Konstitusi
https://t.co/3DTgHsPQMO",1
84,17536488,2022-02-02 12:46:26+00:00, ,1488856336884731904,in,0,0,0,65,"RT @AnthonyBudiawan: Ibu Kota harus berupa sebuah kota, dipilih di antara kota-kota yang tersebar di sebuah negara, untuk ditunjuk sebagai…",1
85,1353150173917007873,2022-02-02 12:18:06+00:00, ,1488849204965302272,in,0,0,0,19,"RT @OposisiCerdas: 'Zigzag' Pemindahan Ibukota Negara dan Potensi Pelanggaran Konstitusi
https://t.co/3DTgHsPQMO",1
86,497702911,2022-02-02 12:09:19+00:00, ,1488846994554892288,in,0,0,0,14,"RT @kalla_jengking: Ade Rahayu Purwati Selaku Lurah Pemaluan Kabupaten Penajam Paser Utara, Mendukung Penuh Pemindahan Ibukota.

Harapan wa…",5
87,1351375993005461507,2022-02-02 12:00:31+00:00, ,1488844777961377792,in,0,0,0,19,"RT @OposisiCerdas: 'Zigzag' Pemindahan Ibukota Negara dan Potensi Pelanggaran Konstitusi
https://t.co/3DTgHsPQMO",1
88,1354202765199724546,2022-02-02 11:54:20+00:00, ,1488843224735117314,in,0,0,0,19,"RT @OposisiCerdas: 'Zigzag' Pemindahan Ibukota Negara dan Potensi Pelanggaran Konstitusi
https://t.co/3DTgHsPQMO",1
89,276424408,2022-02-02 11:21:28+00:00, ,1488834952909459457,in,0,0,0,65,"RT @AnthonyBudiawan: Ibu Kota harus berupa sebuah kota, dipilih di antara kota-kota yang tersebar di sebuah negara, untuk ditunjuk sebagai…",1
90,963325454768746501,2022-02-02 11:21:23+00:00, ,1488834930759303169,in,0,0,0,0,"@fflatburger ada om sayurnya, cuman ketutupan berita pemindahan ibukota aja",1
91,276424408,2022-02-02 11:20:39+00:00, ,1488834746436452352,in,0,0,0,5,"RT @RamliRizal: https://t.co/AYkgYD7BDS

Ada yg komentar; Pemindahan Ibukota / Rizal Ramli ""Ini Lucu Banget"" - Karni Ilyas Club",1
92,202097986,2022-02-02 11:07:43+00:00, ,1488831490364698624,in,0,0,0,19,"RT @OposisiCerdas: 'Zigzag' Pemindahan Ibukota Negara dan Potensi Pelanggaran Konstitusi
https://t.co/3DTgHsPQMO",1
93,2253470226,2022-02-02 11:02:49+00:00, ,1488830260263407617,in,0,0,0,19,"RT @OposisiCerdas: 'Zigzag' Pemindahan Ibukota Negara dan Potensi Pelanggaran Konstitusi
https://t.co/3DTgHsPQMO",1
94,475799160,2022-02-02 11:02:25+00:00, ,1488830156605063170,in,0,0,0,65,"RT @AnthonyBudiawan: Ibu Kota harus berupa sebuah kota, dipilih di antara kota-kota yang tersebar di sebuah negara, untuk ditunjuk sebagai…",1
95,882899083332993026,2022-02-02 11:00:20+00:00, ,1488829634305470466,in,0,0,0,19,"RT @OposisiCerdas: 'Zigzag' Pemindahan Ibukota Negara dan Potensi Pelanggaran Konstitusi
https://t.co/3DTgHsPQMO",1
96,1023331032,2022-02-02 10:46:05+00:00, ,1488826049798369281,in,0,0,0,19,"RT @OposisiCerdas: 'Zigzag' Pemindahan Ibukota Negara dan Potensi Pelanggaran Konstitusi
https://t.co/3DTgHsPQMO",1
97,1222712777954824192,2022-02-02 10:43:24+00:00, ,1488825372166680578,in,0,0,0,19,"RT @OposisiCerdas: 'Zigzag' Pemindahan Ibukota Negara dan Potensi Pelanggaran Konstitusi
https://t.co/3DTgHsPQMO",1
98,229832704,2022-02-02 10:31:45+00:00, ,1488822439010512896,in,0,0,0,19,"RT @OposisiCerdas: 'Zigzag' Pemindahan Ibukota Negara dan Potensi Pelanggaran Konstitusi
https://t.co/3DTgHsPQMO",1
99,1480143405812310016,2022-02-02 10:30:31+00:00, ,1488822128828817411,in,0,0,0,19,"RT @OposisiCerdas: 'Zigzag' Pemindahan Ibukota Negara dan Potensi Pelanggaran Konstitusi
https://t.co/3DTgHsPQMO",1
100,1405312827640868864,2022-02-02 09:49:32+00:00, ,1488811815144685569,in,0,0,0,65,"RT @AnthonyBudiawan: Ibu Kota harus berupa sebuah kota, dipilih di antara kota-kota yang tersebar di sebuah negara, untuk ditunjuk sebagai…",1
101,76019024,2022-02-02 09:44:52+00:00,a719122ae63d684b,1488810640781512705,in,0,0,0,0,"Sbg orang diluar Jakarta, saya sih setuju aja pemindahan ibukota, kalo perlu tiap tahunya pindah  ganti2 krn kita punya 34 propinsi yg rata2 masih jauh dr pemerataan pembangunan, biar semua jg merasa memiliki NKRI ini.. 😎🇲🇨✊
#Opiniku",1
