,Unnamed: 0,author id,created_at,geo,id,lang,like_count,quote_count,reply_count,retweet_count,tweet,sentiment
31,31,449534339,2022-07-01 16:59:33+00:00, ,1542915825920794626,in,0,0.0,0.0,9,"RT @habeeb_sambo: Al’ummar mu suna chikin matsananchin talauci wanda karyewar tattallin arziki ya haifar, da ikon Allah in mun samu nasara…",1
32,32,777617391048155136,2022-07-01 16:55:19+00:00, ,1542914760508940296,in,0,0.0,0.0,16,RT @habeeb_sambo: Nasrun minallahi https://t.co/CCZuyUIiE9,1
33,33,1648016160,2022-07-01 16:53:16+00:00, ,1542914246547107841,in,0,0.0,0.0,16,RT @habeeb_sambo: Nasrun minallahi https://t.co/CCZuyUIiE9,1
34,34,1479468439660077060,2022-07-01 16:52:20+00:00, ,1542914010537988096,in,0,0.0,0.0,16,RT @habeeb_sambo: Nasrun minallahi https://t.co/CCZuyUIiE9,1
35,35,266930441,2022-07-01 16:51:54+00:00, ,1542913899774754817,in,0,0.0,0.0,16,RT @habeeb_sambo: Nasrun minallahi https://t.co/CCZuyUIiE9,1
36,36,1362830986346696709,2022-07-01 16:38:16+00:00, ,1542910468922261504,in,0,0.0,0.0,16,RT @habeeb_sambo: Nasrun minallahi https://t.co/CCZuyUIiE9,1
37,37,1667447216,2022-07-01 16:34:34+00:00, ,1542909538973716483,in,0,0.0,0.0,16,RT @habeeb_sambo: Nasrun minallahi https://t.co/CCZuyUIiE9,1
38,38,4070643436,2022-07-01 16:34:07+00:00, ,1542909426037919744,in,0,0.0,0.0,16,RT @habeeb_sambo: Nasrun minallahi https://t.co/CCZuyUIiE9,1
39,39,847119216943796224,2022-07-01 16:33:49+00:00, ,1542909349416390659,in,0,0.0,0.0,16,RT @habeeb_sambo: Nasrun minallahi https://t.co/CCZuyUIiE9,1
40,40,1215387014616449025,2022-07-01 16:33:21+00:00, ,1542909231556444160,in,0,0.0,1.0,0,@habeeb_sambo @Nazirdanhajiya @muhammad_ddm @MuawuyahKende @ibn_aleey @thebash01 @yahaya_abdulahi Allah ya tabbatar da alkhairi,1
41,41,1215387014616449025,2022-07-01 16:33:12+00:00, ,1542909194222936065,in,0,0.0,0.0,16,RT @habeeb_sambo: Nasrun minallahi https://t.co/CCZuyUIiE9,1
42,42,449534339,2022-07-01 16:30:40+00:00, ,1542908555216429058,in,0,0.0,0.0,16,RT @habeeb_sambo: Nasrun minallahi https://t.co/CCZuyUIiE9,1
43,43,1040410554744156162,2022-07-01 14:02:04+00:00, ,1542871159833862146,in,0,0.0,0.0,0,@milkbonezHQ Sambo,5
44,44,1281514730629341184,2022-07-01 09:43:36+00:00, ,1542806114240274433,in,1,0.0,0.0,0,@molwantwa_sambo Xava tamatisi na nyala plus minestrone soup swita ku olovela hinga karhala hina hiku durheliwa ai😄,5
45,45,1325819338922856451,2022-07-01 08:43:01+00:00, ,1542790868834418691,in,1,0.0,0.0,0,@molwantwa_sambo Vani tsone mali ya weekend 😣,5
46,46,1281181191408943105,2022-07-01 07:02:39+00:00, ,1542765612556066818,en,1,0.0,0.0,0,@LebogangMolema3 @BongiweJ_Sambo Lebo 😭😭😭,5
47,47,1104000812991295488,2022-07-01 05:35:52+00:00, ,1542743771430936576,in,0,0.0,0.0,1,"RT @sambo_cliff: Mandla Spikiri - Current 🕺🕺🕺🕺🎵🎵🎵📻 #phaphamanamunghana 

@ConnyMikateko @Djbrianrikhotso @Djsoulcrusher @phaphamamlfm @Mung…",5
48,48,988153850,2022-07-01 04:53:41+00:00, ,1542733154137608192,in,1,0.0,0.0,0,@molwantwa_sambo 🤞🏾🤞🏾🤞🏾 ka tika 😞😞😞,5
49,49,106146865,2022-07-02 23:00:55+00:00, ,1543369152970326016,in,4,0.0,2.0,0,@FatimaQuishpe Sambo,5
50,50,134855799,2022-07-02 19:18:06+00:00, ,1543313081815777283,in,2,0.0,1.0,0,@GovDawisu2023 @dawisu @mouktar_faisal @maindabawa @saeed_a_saad @sadeqhenry @HonMuneer @habeeb_sambo @RakaFatima Masha Allah.,1
51,51,2622977506,2022-07-02 18:04:51+00:00, ,1543294647149252609,in,1,0.0,1.0,0,@sambo_cliff Mi va xeweta kwala ka Gaza,1
52,52,1506941944118788105,2022-07-02 17:32:35+00:00, ,1543286526922080258,in,0,0.0,1.0,0,@Abdullahiabba_ Sambo 😁,5
53,53,1261364468245688320,2022-07-02 15:51:54+00:00, ,1543261186820415488,in,0,0.0,0.0,0,Ori sambo @trspartyonline  rasukora ika https://t.co/5C9ene51VX,5
54,54,988927902057160704,2022-07-02 15:18:55+00:00, ,1543252889401016320,in,0,0.0,0.0,0,"@Arsenalswahil_ Goli la 3 kafunga Sambo Lokonga, usimbanie dogo goli lake.😀😀 na vikosi viwili vilivyocheza ndio kama hivyo hapo. https://t.co/8stJjQoNau",1
55,55,1346371260566048768,2022-07-02 15:13:17+00:00, ,1543251469456904192,in,0,0.0,0.0,0,@WhatDoesCount g mau coba sambo kak?,1
56,56,811100034137780224,2022-07-02 15:10:42+00:00, ,1543250820723920896,in,0,0.0,0.0,0,@aravo_sambo Poda sokkaru,1
57,57,783681094507909121,2022-07-02 14:26:24+00:00, ,1543239673182449664,in,3,0.0,0.0,0,"Salah satu anggota kami yang mendapat gelar Juara 1 Sambo Porprov VII 2022 

Selamat Alfian🤟 https://t.co/8ds3sVrPpF",5
58,58,21287066,2022-07-02 13:19:04+00:00, ,1543222725279305728,in,0,0.0,0.0,0,"Berstatus Debutan, Sambo Persembahkan Emas dan Perak untuk Kota Malang.

  Malang (https://t.co/ksziGGG4m3) – Persatuan Sambo Indonesia (Persambi) Kota Malang menorehkan prestasi… https://t.co/HbxUvxa81f #konikotamalang #malang #persambi #persambikotamalang #porprov",5
59,59,785118380915326976,2022-07-02 12:54:23+00:00, ,1543216517420130311,in,0,0.0,0.0,0,@habeeb_sambo @GovDawisu2023 @Iam_Musteey @MuhammadNazeerr @muhammad_ddm @ibn_aleey @yahaya_abdulahi @MuawuyahKende @Nazirdanhajiya @fadila_zarma Nasara ta Allah ce ✌🏼🇾🇪,5
60,60,1521632640692068353,2022-07-02 11:10:52+00:00, ,1543190463372460032,in,0,0.0,0.0,4,"RT @habeeb_sambo: Matasan mu da kaddaran shaye-shaye ya fada musu,da ikon Allah zamu hada karfi da hukumomin da abin ya shafa wurin rehabil…",1
61,61,1521632640692068353,2022-07-02 11:09:48+00:00, ,1543190194496602114,in,0,0.0,0.0,16,RT @habeeb_sambo: Nasrun minallahi https://t.co/CCZuyUIiE9,1
62,62,2973507280,2022-07-02 08:20:59+00:00, ,1543147710458601473,in,1,0.0,1.0,0,@Denzel_Sambo @holytenmusic @Voltz_JT @resilience_gze @jnrbrown263 @NobleStylz @synikzim @AsaphAfrika @JayDumza Haaaa hiphop iyi kuti hamuna kuyitanga mamanje here imi. RickRoss wacho momboziva ma album ake here,1
63,63,895672387773116416,2022-07-02 07:08:15+00:00, ,1543129409623932929,in,0,0.0,0.0,0,@Denzel_Sambo @holytenmusic @Voltz_JT Ko junior brown mudhara,5
64,64,1185537087757606913,2022-07-02 07:03:01+00:00, ,1543128090246889472,in,0,0.0,0.0,0,"@IbiShittu Lukman ijaya, taofeeq babatunde, ismail gata, segun alebiosu, soga sambo,  kareem elemosho, kazeem yekeen, jimoh sheriff, agboola jimoh",1
65,65,802571947783688192,2022-07-02 02:17:12+00:00, ,1543056162714632192,in,0,0.0,1.0,0,@aravo_sambo Ithu body shaming ah.. adei sokkeru,1
66,66,384946427,2022-07-02 01:33:44+00:00, ,1543045225026920452,in,0,0.0,0.0,9,"RT @habeeb_sambo: Al’ummar mu suna chikin matsananchin talauci wanda karyewar tattallin arziki ya haifar, da ikon Allah in mun samu nasara…",1
67,67,384946427,2022-07-02 01:33:30+00:00, ,1543045166201700352,in,0,0.0,0.0,16,RT @habeeb_sambo: Nasrun minallahi https://t.co/CCZuyUIiE9,1
68,68,846257977430622208,2022-07-03 23:50:34+00:00, ,1543744037781487618,in,0,0.0,0.0,3,"RT @Hadejia_Emirate: Allhu Akbar 

Yau Jarman Hadejia Alh. Abba Sambo ya cika kwana 40 da rasuwa.

Wane kirari Jarma yake a gaban sarki?

M…",1
69,69,1397866400836882435,2022-07-03 21:17:18+00:00, ,1543705465560997888,in,0,0.0,0.0,0,@02daevie /sambo,3
70,70,1395946110775173127,2022-07-03 19:40:42+00:00, ,1543681157711151111,in,1,0.0,0.0,0,@luanhwx Sambo,1
71,71,164015253,2022-07-03 18:47:52+00:00, ,1543667859766886400,in,0,0.0,0.0,77,"RT @nubia_watu: The black God ""Naga Neter"" Shambo of Asia. 
#Shambo Shambhu Bhuddha Buddha Sambu Samba Sambo Shambo-an Samoan #Nagas Negas…",1
72,72,84549372,2022-07-03 18:18:15+00:00, ,1543660406815834114,tl,0,0.0,0.0,1,RT @molwantwa_sambo: Dya ba https://t.co/PHIUFnCE1c,1
73,73,1455609731930738689,2022-07-03 17:29:01+00:00, ,1543648016837623810,in,0,0.0,0.0,4,"RT @aravo_sambo: Anjaan nallathana iruku aprm en ivanugaluku pudikala

#Suriya | #Vaadivaasal https://t.co/7JzzB6IMwK",1
74,74,1469041477,2022-07-03 17:09:07+00:00, ,1543643007215337472,in,1,0.0,1.0,0,"@molwantwa_sambo @DeliverMakhube2 @Mathebuladp @Munghana @VhembeDM Mi ngo ni basisa lani, loko se xiphemu xo karhi xi xaviwile xahari xa yona Hosi leyi",1
75,75,1149618049554636800,2022-07-03 16:52:27+00:00, ,1543638814106714117,in,1,0.0,1.0,0,@molwantwa_sambo Ami hembi Komati 😂,5
76,76,1507039013840080905,2022-07-03 15:48:22+00:00, ,1543622688891092992,in,0,0.0,0.0,3,"RT @molwantwa_sambo: N'wa-Khazamula wa ndzi Khazamula wa tiva, kahle kahle ndza Khazamuleka",1
77,77,1507039013840080905,2022-07-03 15:48:18+00:00, ,1543622669844848640,in,0,0.0,1.0,0,@molwantwa_sambo Lol iyini ku Khazamula manje,3
78,78,1264147063,2022-07-03 15:09:55+00:00, ,1543613011893833729,in,0,0.0,0.0,0,"Atlet Sambo Bangkalan, Berhasil Bawa Dua Medali di Cabor Baru | MEMO online https://t.co/O2PGWPS2rW",5
79,79,881211420016128001,2022-07-03 15:05:09+00:00, ,1543611812314513408,in,0,0.0,1.0,0,@aravo_sambo @Kabilank_ @Harish_pkp @Aldrin_Ax Yov yov athu tour ya 🤣😭,1
80,80,1108575564636540929,2022-07-03 14:55:59+00:00, ,1543609504318640128,in,0,0.0,1.0,0,@aravo_sambo @Sandeep_M_S_ @Harish_pkp @Aldrin_Ax Ohh apdiyaa paathadhu illa bro,1
81,81,1108575564636540929,2022-07-03 14:52:31+00:00, ,1543608632834609152,hi,1,0.0,1.0,0,@aravo_sambo @Sandeep_M_S_ @Harish_pkp Edhu Dubai yaaa,1
82,82,1190975720102563840,2022-07-03 14:50:51+00:00, ,1543608212666007557,in,1,0.0,1.0,0,@aravo_sambo @Selenofyl Avanga brown colour solitanga da boomer uh 😂,1
83,83,1190975720102563840,2022-07-03 14:48:52+00:00, ,1543607715905150981,in,1,0.0,1.0,0,@aravo_sambo @Selenofyl Sambal mean,3
84,84,895027560,2022-07-03 14:41:58+00:00, ,1543605978679189504,in,0,0.0,0.0,0,"Baru Terbentuk, Cabor Sambo Bangkalan Persembahkan Dua Medali https://t.co/ha0ZpOHpJb",5
85,85,1078913326879592448,2022-07-03 14:30:45+00:00, ,1543603153983111169,in,1,0.0,0.0,0,@molwantwa_sambo @makondog Owh uncle yitwa ingaku ni nixichereni🤣🤣🤣🤣 https://t.co/nHEcX8lSQi,1
86,86,87707312,2022-07-03 14:28:49+00:00, ,1543602667720785920,in,0,0.0,0.0,3,"RT @molwantwa_sambo: N'wa-Khazamula wa ndzi Khazamula wa tiva, kahle kahle ndza Khazamuleka",1
87,87,1190975720102563840,2022-07-03 14:19:39+00:00, ,1543600361348669445,in,1,0.0,1.0,0,@aravo_sambo @Selenofyl English solu bro,3
88,88,1340882680859148290,2022-07-03 14:08:51+00:00, ,1543597642281668608,in,0,0.0,0.0,0,"@kaviya_venkat26 @aravo_sambo Keep calm guys kathukita motha vithaiyum irakka poren

Fav dialogue 😂😎",3
89,89,3421958739,2022-07-03 14:02:17+00:00, ,1543595992259379202,in,1,0.0,1.0,0,@molwantwa_sambo I ntiyiso walowo,5
90,90,820946653129699328,2022-07-03 14:02:08+00:00, ,1543595951339802624,in,1,0.0,1.0,0,@molwantwa_sambo Kgala,5
91,91,1110561639550455809,2022-07-03 13:38:10+00:00, ,1543589921402671104,in,0,0.0,1.0,0,@ItzKarthick__ sambo matum irunthurukanum,5
92,92,1338852541858136067,2022-07-03 13:00:07+00:00, ,1543580344477450242,in,0,0.0,0.0,4,"RT @aravo_sambo: Anjaan nallathana iruku aprm en ivanugaluku pudikala

#Suriya | #Vaadivaasal https://t.co/7JzzB6IMwK",1
93,93,978489654495256577,2022-07-03 12:59:48+00:00, ,1543580267402887168,in,0,0.0,0.0,4,"RT @aravo_sambo: Anjaan nallathana iruku aprm en ivanugaluku pudikala

#Suriya | #Vaadivaasal https://t.co/7JzzB6IMwK",1
94,94,1363684526828908551,2022-07-03 12:55:13+00:00, ,1543579112383877120,tr,1,0.0,1.0,1,@aravo_sambo Konjam Vanmam Neraya Bayam,1
95,95,1363684526828908551,2022-07-03 12:54:18+00:00, ,1543578881105756161,in,0,0.0,0.0,4,"RT @aravo_sambo: Anjaan nallathana iruku aprm en ivanugaluku pudikala

#Suriya | #Vaadivaasal https://t.co/7JzzB6IMwK",1
96,96,630115605,2022-07-03 12:50:40+00:00, ,1543577968013967360,in,0,0.0,0.0,0,@collen_sambo2 Inkomu Mr Sambo 💚💚💚,1
97,97,1364240284347850755,2022-07-03 12:35:04+00:00, ,1543574044116926465,in,0,0.0,1.0,0,@aravo_sambo Yaru pakrathu https://t.co/M0cNWWphqw,1
98,98,1110561639550455809,2022-07-03 12:28:57+00:00, ,1543572500944105477,in,0,0.0,2.0,0,@Selenofyl peasama sambo act panirukalam https://t.co/LRAGysOF8q,3
99,99,1086880836111106048,2022-07-03 12:25:45+00:00, ,1543571699232174080,in,0,0.0,1.0,0,@fucku_twts @aravo_sambo Appadi enna pesunanga,1
100,100,2775990268,2022-07-03 10:55:56+00:00, ,1543549094026682368,in,0,0.0,0.0,3,"RT @Hadejia_Emirate: Allhu Akbar 

Yau Jarman Hadejia Alh. Abba Sambo ya cika kwana 40 da rasuwa.

Wane kirari Jarma yake a gaban sarki?

M…",1
101,101,856589106,2022-07-03 10:54:30+00:00, ,1543548734256160771,in,0,0.0,0.0,3,"RT @Hadejia_Emirate: Allhu Akbar 

Yau Jarman Hadejia Alh. Abba Sambo ya cika kwana 40 da rasuwa.

Wane kirari Jarma yake a gaban sarki?

M…",1
102,102,846257977430622208,2022-07-03 10:46:05+00:00, ,1543546614714929154,in,21,0.0,6.0,3,"Allhu Akbar 

Yau Jarman Hadejia Alh. Abba Sambo ya cika kwana 40 da rasuwa.

Wane kirari Jarma yake a gaban sarki?

Muna masa addua Allah ya jikan sa da Rahama yasa Aljannar fiddausi ce makomar musulmai baki daya https://t.co/3W1eZcl402",1
103,103,1176392029615644673,2022-07-03 10:31:56+00:00, ,1543543056120659968,in,1,0.0,1.0,0,@mg_sambo_ @HafsatUmarFaruq Allah ya rufa asiri😂,5
104,104,1364531709815918593,2022-07-03 09:02:35+00:00, ,1543520568531509248,in,1,0.0,0.0,0,"@KompasTV Saya sampai berulangkali mengadu via WA ke Kadiv Propam Polri, @divpropampolri  Bapak Irjen Pol Ferdy Sambo . S/d saat ini belum mendapat respon dari beliau. Saya mohon kepada Kapolri Bapak Jenderal @ListyoSigitP yang turun tangan agar Ayahanda saya dan saya mendapat keadilan",1
105,105,1490814356849840134,2022-07-03 06:19:18+00:00, ,1543479476981563394,in,0,0.0,0.0,0,@gwandu_sambo @Haleems0 Dan'wahala.!,1
106,106,1176392029615644673,2022-07-03 06:01:16+00:00, ,1543474939109560321,in,2,0.0,1.0,0,@HafsatUmarFaruq @mg_sambo_ Yanzu Buhari abun alfahari neh ah Katsina?,1
107,107,819993175414673408,2022-07-03 05:12:54+00:00, ,1543462766178082817,in,1,0.0,1.0,0,@molwantwa_sambo  loko niku foinela tolo ani la ita rwala https://t.co/hiYY26dKIX,1
108,108,1525496317598134272,2022-07-03 03:35:56+00:00, ,1543438364351037441,in,0,0.0,1.0,0,@aravo_sambo @WWE Inum ah da etha alam pathutu iruka https://t.co/plh70sDQP4,1
109,109,278417777,2022-07-04 21:42:21+00:00, ,1544074157180190722,in,1,0.0,0.0,0,@MahmoudTokura Patrick Yakowa was deputy to Makarfi and Sambo,4
110,110,1517531474081296385,2022-07-04 20:53:05+00:00, ,1544061759979413505,in,0,0.0,0.0,1,RT @zaMusbeyNe: Sambo amma kudi fah sunyi 😂,3
111,111,1082928052953403392,2022-07-04 19:53:09+00:00,dd9c0d7d7e07eb49,1544046675131568128,in,1,0.0,0.0,0,"Sambo, Rambuda, Seshoeni/Mokoena and Mlangeni..... https://t.co/WgwYg8TO7d",3
112,112,2900184040,2022-07-04 19:51:07+00:00, ,1544046167167737856,in,1,0.0,1.0,0,@molwantwa_sambo Vangehe teki,1
113,113,1154104888579756032,2022-07-04 19:01:32+00:00, ,1544033686940704770,in,1,0.0,0.0,0,@Abdullahiabba_ Toh sambo,5
114,114,1169245170099007489,2022-07-04 18:57:00+00:00, ,1544032546605891586,tl,1,0.0,1.0,0,@molwantwa_sambo Lol makala hey😂,5
115,115,1509948982251954182,2022-07-04 18:36:16+00:00, ,1544027328011018240,in,0,0.0,3.0,0,@ebukaAFC @NnamdiChife Oga... Here are my sure bets.... 1. Ahmed Musa... 2. Zulum... 3. Namadi Sambo.. 4. Senator Ahmed Makarfi.. 5. Dankwambo..,5
116,116,1312183327194001409,2022-07-04 18:12:18+00:00, ,1544021298065690626,in,2,0.0,0.0,0,@ImNikkiLuv @DawnAlstonPaige Tap Dancing Off Code Sambo https://t.co/p9PMbTGLrx,5
117,117,1229796230097711105,2022-07-04 17:39:22+00:00, ,1544013008048979968,in,0,0.0,0.0,0,@ditebogomailula Muzi Sambo is killing it.,1
118,118,173785253,2022-07-04 17:27:39+00:00, ,1544010062296977408,tl,0,0.0,0.0,1,RT @_rhandzu_: @TsakkyM @molwantwa_sambo Akuna mbara ka hina,1
119,119,1070777432289042432,2022-07-04 17:19:18+00:00, ,1544007960023662594,tl,4,0.0,1.0,1,@TsakkyM @molwantwa_sambo Akuna mbara ka hina,1
120,120,214444795,2022-07-04 17:01:16+00:00, ,1544003419270250497,in,1,0.0,0.0,0,@molwantwa_sambo Mufana luya u na mati nyana,1
121,121,173785253,2022-07-04 16:42:41+00:00, ,1543998744017997827,in,0,0.0,0.0,1,RT @hennychavani: @TsakkyM @molwantwa_sambo MI vula ku I rhanga leka Baloyi? 🤔,1
122,122,173785253,2022-07-04 16:42:17+00:00, ,1543998642545123331,in,0,0.0,0.0,1,RT @molwantwa_sambo: @TsakkyM 😭🤣🤣🤣 Ma nyi jikela,1
123,123,1481725073195212804,2022-07-04 16:15:48+00:00, ,1543991981331959808,tl,0,0.0,1.0,0,@collen_sambo2 Mr Sambo 🙌,5
124,124,2978478585,2022-07-04 15:32:21+00:00, ,1543981043568500737,tl,0,0.0,0.0,0,@imad_sambo Gaba daya ba basira😂,1
125,125,1333305839168450560,2022-07-04 14:14:37+00:00, ,1543961481573810181,in,0,0.0,0.0,0,@molwantwa_sambo Kasi valo endla yini Khalanga tiko ringo njengenjenge hi vona https://t.co/S8fHNs8eeE,1
126,126,3069670048,2022-07-04 14:09:34+00:00, ,1543960210154438661,in,1,0.0,0.0,1,@TsakkyM @molwantwa_sambo MI vula ku I rhanga leka Baloyi? 🤔,1
127,127,1525465751389409280,2022-07-04 12:27:09+00:00, ,1543934438265995265,in,2,0.0,1.0,0,@molwantwa_sambo Katika,5
128,128,1456284372,2022-07-04 11:43:16+00:00, ,1543923393199734787,in,1,0.0,1.0,0,@molwantwa_sambo Ka nyiwa boti,5
129,129,630977900,2022-07-04 11:20:00+00:00, ,1543917538697945091,in,1,0.0,0.0,0,"@molwantwa_sambo Yaloye ulo xava mavito na Xivongo, ku hava Mufana wa so ka Gaza",1
130,130,260506214,2022-07-04 11:09:53+00:00, ,1543914992847691776,in,1,0.0,0.0,0,@Oyinloyegleek @Naija_PR Sambo boy.... COYG,1
131,131,1289082776126394368,2022-07-04 10:51:48+00:00, ,1543910440056520708,in,2,0.0,2.0,0,@molwantwa_sambo Ingak kuxota swinwani hlonkweni ya yena,1
132,132,1389461119,2022-07-04 10:47:10+00:00, ,1543909276573474818,in,1,0.0,0.0,0,@molwantwa_sambo Johannesburg North. Anga bebuleriwangi a Diepkloof. Ahin'wu tivi,1
133,133,1288578129821409281,2022-07-04 10:43:55+00:00, ,1543908458516430849,in,1,0.0,0.0,0,@molwantwa_sambo Loyi ahi n'wutivi,5
